ticker	cik
apely	0000900278
ako-b	0000925261
gngyf	0001012139
gdv-ph	0001260729
tcmff	0000932470
tgsnf	0001437731
frejn	0001026214
poly	0000914025
trfpf	0001829726
gtn-a	0000043196
vtscf	0001880866
atgsf	0001437541
ivr-pb	0001437071
slcjf	0001523541
ivr-pc	0001437071
batrb	0001560385
sauhf	0001451279
bfs-pd	0000907254
lilak	0001712184
lilab	0001712184
batra	0001560385
gab-ph	0000794685
crnzf	0000909531
batrk	0001560385
pmt-pb	0001464423
ltghf	0001569963
gnl-pa	0001526113
pmt-pa	0001464423
ubeof	0001446626
apelf	0000900278
glog-pa	0001534126
miccf	0000912958
mhla	0001412100
hcxy	0001280784
oxsql	0001259429
bpirf	0001437441
ahl-pd	0001267395
codi-pb	0001345126
codi-pa	0001345126
glop-pa	0001598655
hl-pb	0000719413
stsff	0001585389
ahh-pa	0001569187
dniyy	0001487739
eai	0000007323
ihrtb	0001400891
nymtn	0001273685
glop-pb	0001598655
glop-pc	0001598655
kbsr	0001482430
brchf	0001887388
tanni	0001378453
agm-a	0000845877
tannz	0001378453
tannl	0001378453
iipr-pa	0001677576
sboef	0001578955
gsky	0001712923
conx	0001823000
cmctp	0000908311
ngl-pc	0001504461
bcomf	0001402606
inn-pe	0001497645
celjf	0001385145
gam-pb	0000040417
cwgrp	0001466538
ngl-pb	0001504461
sapmf	0001062750
saflf	0001538028
clvlf	0001290877
agm-pc	0000845877
oibrq	0001160846
etac	0001814728
star-pg	0001095651
fpac-un	0001829426
star-pd	0001095651
star-pi	0001095651
nvnxf	0001859795
hltc	0001561032
agm-pd	0000845877
ubp-ph	0001029800
acbi	0001461755
ht-pe	0001063344
ht-pc	0001063344
cmre-pb	0001503584
ht-pd	0001063344
aic	0001209028
enmpf	0001630511
vslcx	0000853180
vslyx	0000853180
uba	0001029800
cubi-pe	0001488813
glp-pa	0001323468
cubi-pf	0001488813
cmre-pc	0001503584
rtlr	0001748773
ggn-pb	0001313510
kelyb	0000055135
cmre-pd	0001503584
cmre-pe	0001503584
ggt-pe	0000921671
mpsyf	0001340243
ivevf	0001756594
bdsi	0001103021
ellkf	0001437194
hmlp-pa	0001603016
umh-pd	0000752642
adgi	0001832038
ctt	0001341141
drdgf	0001023512
artnb	0000863110
hvt-a	0000216085
oxlcm	0001495222
arcxf	0001243429
brcpf	0001499849
ncv-pa	0001214935
eccx	0001604174
taco	0001585583
seneb	0000088948
gss	0000903571
ltrpb	0001606745
dgicb	0000800457
mbinp	0001629019
enrff	0001904856
bvhbb	0000315858
cio-pa	0001593222
oxlco	0001495222
gmre-pa	0001533615
kor	0001507964
muds	0001820727
landm	0001495240
mitt-pa	0001514281
bh	0001726173
igac	0001819496
splp-pa	0001452857
gut-pc	0001080720
apyp	0001568969
corr-pa	0001347652
mitt-pb	0001514281
bhr-pd	0001574085
vrrmw	0001682745
meobf	0001345099
thptf	0001556898
hawln	0000046207
ncz-pa	0001227857
dhbcu	0001838176
warr	0001820209
aht-pd	0001232582
cnthp	0000023426
belfb	0000729580
brg-pd	0001442626
cnlpl	0000023426
aht-ph	0001232582
ncacu	0001849475
brg-pc	0001442626
dsx-pb	0001318885
bhr-pb	0001574085
gne-pa	0001528356
nev	0001469392
tnp-pe	0001166663
aht-pf	0001232582
tnp-pd	0001166663
tnp-pf	0001166663
aht-pg	0001232582
aht-pi	0001232582
cntho	0000023426
amsiy	0001243429
hawen	0000046207
crd-b	0000025475
hbp	0001093082
vwtr	0000830122
hmtv	0001567345
usak	0000883945
vtiqu	0001823884
iqmdu	0001850051
cnlho	0000023426
hovvb	0000357294
chmi-pb	0001571776
cnltp	0000023426
bbi	0000819050
uonek	0001041657
atrob	0000008063
ds-pb	0001175483
lftr	0001822873
mudsu	0001820727
cnlpm	0000023426
chmi-pa	0001571776
cnpwm	0000023426
fgprb	0000922358
ds-pd	0001175483
cnltn	0000023426
ds-pc	0001175483
srnw	0001321517
slncf	0001479615
vsogf	0001762506
lhc-un	0001824153
iphyf	0001598599
rvrf	0001641601
acaq-un	0001869141
jco	0001686142
itepf	0001579597
encuf	0001500881
eno	0000071508
bkep	0001392091
plym-pa	0001515816
arbkf	0001841675
privx	0001557265
gwin	0001515114
prlvx	0001557265
sb-pc	0001434754
asepf	0001882607
sb-pd	0001434754
aixn	0000835662
acrdf	0001762359
eyes	0001266806
qtrhf	0001518419
smm	0001534293
moyff	0001850453
dlng-pa	0001578453
bbxib	0001814974
rlftf	0001854078
gsv	0001321847
oibzq	0001160846
adre	0001169717
ecf-pa	0000793040
claq	0001849820
ezoo	0001752372
bcv-pa	0000009521
fatbb	0001705012
lmpx	0001731727
nm-ph	0001333172
sohob	0001301236
rtnxf	0001811115
mtbcp	0001582982
fbiop	0001429260
nm-pg	0001333172
sohoo	0001301236
pkkff	0001558924
sohon	0001301236
cdr-pc	0000761648
pkdc	0000076321
glu-pb	0001282957
rdib	0000716634
khdhf	0000016859
knwn	0001074828
cdr-pb	0000761648
voxcf	0001907909
gsl-pb	0001430725
gpl	0001300050
cssep	0001679063
cxkj	0001502557
rsf	0001644771
exrof	0001459762
dlng-pb	0001578453
aljj	0001438731
pei-pb	0000077281
pei-pd	0000077281
pei-pc	0000077281
mkd	0001758736
ihta	0001698508
ofstf	0001875931
uboh	0001087456
axu	0001364128
scxlb	0000093676
innd	0001609139
argq	0001533106
cheaf	0001030475
fflwf	0001811942
taoff	0001898601
kfsyf	0001072627
gntlf	0001166272
deftf	0001888274
wcrs	0001363958
mh-pa	0001412100
mh-pd	0001412100
brcn	0001158399
nexcf	0001737270
mh-pc	0001412100
emms	0000783005
tlfa	0000909724
pxclf	0001888175
bctf	0001668340
assf	0001719435
avlnf	0001362898
ottw	0001675192
wvvip	0000838875
edtxu	0001817153
snipf	0001613092
wskef	0001738699
wondf	0001882839
efbi	0001699018
iehc	0000050292
wvfc	0000910679
clbs	0000320017
lbtd	0001520592
mbbc	0001835385
snnf	0001708715
pwco	0000733337
impho	0001000298
lndzf	0001617765
hnckf	0001336364
afgc	0001042046
tbba	0001751700
sgldf	0001318482
sume	0001396633
ftlf	0001374328
erkh	0001769725
ocgsf	0000942149
ctek	0001011432
norzf	0000910569
oasmy	0001607245
mindp	0000926423
solcf	0001710138
osto	0000074925
wstl	0001002135
nbev	0001579823
cyccp	0001130166
pngzf	0001725750
sinc	0001532595
whlrd	0001527541
admq	0001588014
tvc	0001376986
tve	0001376986
vmnt	0001605057
sgoo	0001387998
milof	0001898643
sbsaa	0000927720
brll	0001631463
emhtf	0001768225
sgic	0001446371
zyqg	0001790368
ucasu	0001723517
alna	0001624658
gkit	0001398529
kwemf	0001889823
gads	0000711665
prpi	0001395445
auto	0001023364
lazyw	0001721741
atvk	0001530185
cetxp	0001435064
isgn	0000727634
abmt	0001385799
qbak	0000758938
hrst	0001361937
ucix	0001358099
rhe-pa	0001004724
kngw	0001797762
regrf	0000925541
mllof	0001370496
grnf	0001492448
verbw	0001566610
sdttu	0001509228
whlrp	0001527541
igex	0001442853
iwsy	0000941685
bleg	0001794311
btzi	0001525852
unir	0001172706
ftrs	0001041633
lmdcf	0001177167
imuc	0000822411
vxit	0001591615
rgus	0000922330
encc	0001119807
askh	0001511161
prki	0001579717
zpas	0001635748
inct	0001099234
drop	0000842722
genn	0001351051
ewll	0001550020
jshg	0001475430
gttnq	0001315255
ptoi	0001381105
bomh	0001678746
biei	0001515740
mrge	0001623360
rgbpp	0001589150
vbvt	0001575975
oxbrw	0001584831
ghav	0001514113
grpx	0001472998
crxt	0001817944
ottv	0001479000
phcg	0001351573
trnx	0001353487
wsrc	0000042050
accr	0001041588
strz	0001043156
ltsc	0001108891
nuvi	0001410708
kmgh	0001471302
brsyf	0001505065
gnca	0001457612
ndvn	0001659183
rpnrf	0001833089
gvsi	0001068618
exla	0001388174
ctam	0000018172
vitx	0001609472
dcac	0001498291
ftxp	0001503458
hdii	0001058828
psyc	0001771077
artlw	0001621221
acmc	0000934543
trnf	0001778805
yriv	0001487843
evio	0000715788
dgtw	0001065598
zeno	0001458581
pfsf	0001400732
pdnlb	0000731245
leas	0000822655
tgro	0001386018
favo	0001795851
psru	0001415306
destq	0000896985
grwc	0001448558
find	0001089061
tldn	0001101246
kldo	0001751299
nbco	0001383637
vhld	0001916879
sigo	0001689066
gnal	0001398137
onov	0001877939
omps	0001103640
kegx	0000318996
nich	0000772263
clnv	0001391426
chcr	0000022872
igldf	0001090159
essi	0001490873
stwc	0001400683
nbgv	0000726293
tchc	0001639874
cbtc	0001429859
lith	0001396054
syev	0001056757
gbpt	0001527844
nann	0001685570
rbnw	0001608430
cdxi	0001544238
rpt-pd	0000842183
rrac-un	0001860879
rrac-wt	0001860879
rrvcs	0001768126
ross-un	0001841610
ross-wt	0001841610
roseu	0001870129
rosew	0001870129
roni-un	0001845437
roni-wt	0001845437
rollp	0001324948
roclu	0001885998
roclw	0001885998
roivw	0001635088
rocar	0001884516
rocau	0001884516
rkly-wt	0001852117
rjac-un	0001852495
rnr-pg	0000913144
rnwww	0001848763
rnerw	0001854461
rmpl-p	0001644771
rmgcu	0001838108
rmgcw	0001838108
rsvrw	0001824403
rsscs	0001768126
rssks	0001768126
rtlpo	0001568162
rtlpp	0001568162
rvic	0001735184
rvphw	0001742927
rvsnw	0001743905
rwayl	0001653384
rwodu	0001907223
rwodw	0001907223
rxrau	0001840463
rxraw	0001840463
sach-pa	0001682220
sabsw	0001833214
sacc	0001682220
sabrp	0001597033
sagar	0001855351
sagau	0001855351
saitw	0001847075
samau	0001843100
samaw	0001843100
sasbq	0001451167
satlw	0001874315
sat	0001377936
sapmd	0001062750
sanbw	0001856689
sigip	0000230557
silod	0001514183
sierw	0001844135
shuaw	0001886268
shpw-wt	0001784851
shqau	0001844908
shqaw	0001844908
shacw	0001820160
shap-un	0001881462
shap-wt	0001881462
shcau	0001848558
shcaw	0001848558
shiiy	0000908732
shcrw	0001816233
sho-ph	0001295810
sho-pi	0001295810
sghlu	0001855885
sghlw	0001855885
sghc-wt	0001878057
sgiiu	0001869824
sgiiw	0001869824
sfuny	0001294404
sgg	0000312070
sggff	0000312070
ses-wt	0001819142
sf-pc	0000720672
sf-pd	0000720672
sfb	0000720672
sdrdw	0001349436
sdrww	0001349436
seatw	0001856031
seal-pa	0001308106
seal-pb	0001308106
sedrf	0001737706
sect	0000925661
seda-un	0001846975
seda-wt	0001846975
scua-un	0001853594
scua-wt	0001853594
sdacu	0001837248
sdacw	0001837248
scobu	0001838431
scobw	0001838431
scoau	0001828985
scoaw	0001828985
scrmu	0001893325
scrmw	0001893325
sbug	0000312070
sbnyp	0001288784
sbev-wt	0001553788
sbba	0001483934
sbigw	0001801602
sbii-un	0001842729
sbii-wt	0001842729
sbfmw	0001402328
schw-pj	0000316709
sco	0001415311
scleu	0001838697
sclew	0001838697
sce-pg	0000092103
sce-ph	0000092103
sce-pj	0000092103
sce-pk	0000092103
sce-pl	0000092103
scdl	0001114446
scaqu	0001821812
scaqw	0001821812
sccb	0001682220
sccc	0001682220
sccd	0001682220
scce	0001682220
sccf	0001682220
sccg	0001682220
suac-un	0001885461
suac-wt	0001885461
stssw	0001737995
stry-wt	0001884697
strrp	0000707388
str-wt	0001703785
strnw	0001872525
strcw	0001826681
stre-un	0001838361
stre-wt	0001838361
stet-un	0001858684
stet-wt	0001858684
stixw	0001896049
surgw	0001392694
svnau	0001850699
svnaw	0001850699
svix	0001793497
svfau	0001828478
svfaw	0001828478
swetu	0001828914
swetw	0001828914
svxy	0001415311
svrew	0001894693
swvlw	0001875609
swssu	0001838000
swssw	0001838000
swt	0000093556
srsau	0001821682
srsaw	0001821682
srznw	0001824893
ssaau	0001830547
ssaaw	0001830547
sspcf	0001576018
ssssl	0001509470
sst-wt	0001805833
ssu-wt	0001869858
spkar	0001848097
spkbu	0001826435
spkbw	0001826435
spkx	0001817218
spky	0001817218
spnt-pb	0001576018
sptku	0001836259
sptkw	0001836259
srea	0001032208
srcu	0001126956
sqllw	0001605888
sqftp	0001080657
sqftw	0001080657
si-pa	0001312109
sivbp	0000719739
sjij	0000091928
sjiv	0000091928
slamu	0001838162
slamw	0001838162
skyh-wt	0001823587
slac-un	0001834755
slac-wt	0001834755
skgru	0001912461
skgrw	0001912461
skil-wt	0001774675
skyau	0001847152
skyaw	0001847152
smihu	0001839185
smihw	0001839185
smfrw	0001818331
smhb	0001114446
slvru	0001842644
slvrw	0001842644
slvo	0001053092
smapu	0001863990
smapw	0001863990
slnhp	0000064463
slhgf	0001839730
slhpf	0001839730
slgcw	0001837412
sldpw	0001844862
slcru	0001826553
slcrw	0001826553
solow	0001637736
sondw	0001819395
sojd	0000092122
soje	0000092122
socgm	0000092108
spgs-un	0001839127
spgs-wt	0001839127
spir-wt	0001816017
spe-pc	0000897802
sounw	0001840856
soyb	0001471824
spcmu	0001880968
spcmw	0001880968
snnc	0001313938
snv-pe	0000018349
snrhw	0001823854
snaxw	0001691936
sncrl	0001131554
smr-wt	0001822966
syf-pa	0001601712
szzlu	0001829322
szzlw	0001829322
sytaw	0001649009
tbcpu	0001815753
tbcpw	0001815753
tbc	0000732717
talkw	0001803901
tags	0001471824
takax	0001725472
takix	0001725472
taklx	0001725472
takmx	0001725472
taknx	0001725472
takyx	0001725472
tcbpw	0001872812
tcbio	0001077428
tbsau	0001843764
tbsaw	0001843764
tbkcp	0001539638
tbltw	0001668370
tblaw	0001840502
tcoa-un	0001846750
tcoa-wt	0001846750
tds-pu	0001051512
tds-pv	0001051512
tdw-wt	0000098222
tdw-wta	0000098222
tdw-wtb	0000098222
tdgmw	0000098222
tgr-un	0001863099
tgr-wt	0001863099
tgvcu	0001865191
tgvcw	0001865191
thcaw	0001773087
thacu	0001863685
thacw	0001863685
thcpu	0001843993
thcpw	0001843993
tioau	0001846163
tioaw	0001846163
thwww	0001712189
tinv-un	0001820144
tinv-wt	0001820144
tihe	0001066719
tfc-pi	0000092230
tfc-po	0000092230
tfc-pr	0000092230
tgaau	0001847355
tgaaw	0001847355
tgh-pa	0001413159
tgh-pb	0001413159
tekku	0001822027
tekkw	0001822027
teteu	0001900679
tetew	0001900679
tetcu	0001840920
tetcw	0001840920
tetar	0001444874
telz	0000061398
tlga-un	0001827871
tlga-wt	0001827871
tlgyu	0001879814
tlgyw	0001879814
tmac-wt	0001835236
tmcww	0001798562
tmkru	0001821606
tmkrw	0001821606
tmpmu	0001823524
tmpmw	0001823524
trinl	0001786108
trca-un	0001840353
trca-wt	0001840353
traq-un	0001841230
traq-wt	0001841230
t-pa	0000732717
toacu	0001860482
toacw	0001860482
tpgy-un	0001819399
tpgy-wt	0001819399
tpbau	0001847090
tpbaw	0001847090
toiiw	0001799191
t-pc	0000732717
tronw	0001847513
trirw	0001819876
trkaw	0001021096
tris-un	0001852736
tris-wt	0001852736
trtn-pb	0001660734
trtn-pc	0001660734
trtn-pd	0001660734
trtn-pe	0001660734
trtl-un	0001847112
trtl-wt	0001847112
trtx-pc	0001630472
tvixf	0001053092
twcbu	0001845618
twcbw	0001845618
twnd-un	0001814215
twnd-wt	0001814215
twlvu	0001819498
twlvw	0001819498
tsibu	0001832737
tsibw	0001832737
tspq-un	0001838219
tspq-wt	0001838219
vhaq-wt	0001823857
vhnau	0001868640
vhnaw	0001868640
viasp	0001606268
vieww	0001811856
venar	0001800392
venaw	0001800392
velou	0001832371
velow	0001832371
vcxb-un	0001848948
vcxb-wt	0001848948
vckaw	0001820190
vcxau	0001848898
vcxaw	0001848898
vixm	0001415311
vixy	0001415311
vincu	0001796129
viiau	0001826011
viiaw	0001826011
viixf	0001053092
vmgau	0001875943
vmgaw	0001875943
vmcau	0001892747
vmcaw	0001892747
vlta-wt	0001819584
vln-wt	0001863006
vlatu	0001843091
vlatw	0001843091
vldrw	0001745317
vld-wt	0001825079
vxx	0000312070
vxz	0000312070
vygg-un	0001822877
vygg-wt	0001822877
vweww	0001834045
vsacu	0001883983
vsacw	0001883983
vssyw	0001701963
vtaqr	0001822145
vtaqu	0001822145
vtaqw	0001822145
vtiqw	0001823884
vno-pn	0000899689
vno-po	0000899689
vpcbu	0001840792
vorbw	0001843388
vrssf	0001701963
vrmew	0001104038
vbocu	0001853920
vbixd	0000797542
val-wt	0000314808
vaniw	0001266806
utaau	0001879221
utaaw	0001879221
uvxy	0001415311
uvix	0001793497
uwmc-wt	0001783398
uzd	0000821130
uze	0000821130
uzf	0000821130
uph-wt	0001770141
up-wt	0001819516
uptdw	0001844417
usb-pq	0000036104
usb-pr	0000036104
usb-ps	0000036104
usctu	0001860514
usctw	0001860514
usoi	0001053092
uswsw	0001670349
uslvf	0001053092
usml	0001114446
unov	0001538495
untcw	0000798949
ugazf	0001053092
ugic	0000884614
ugl	0001415311
ugldf	0001053092
ukomw	0001821424
ule	0001415311
ucbio	0000857855
ucib	0001114446
uco	0001415311
ubp-pk	0001029800
twni-un	0001835881
twni-wt	0001835881
tzpsu	0001823481
tzpsw	0001823481
tzup	0001853825
zgn-wt	0001877787
zfoxw	0001823575
zev-wt	0001802749
yotar	0001907730
yotau	0001907730
yotaw	0001907730
ygyip	0001569329
xpaxu	0001853397
xpaxw	0001853397
xosww	0001819493
xpdbu	0001855474
xpdbw	0001855474
xpngf	0001810997
xomao	0000791908
xomap	0000791908
xone	0001561627
ycs	0001415311
ycbd-pa	0001644903
ycl	0001415311
xsicx	0001124959
xsiix	0001124959
xsiwx	0001124959
xslcx	0000853180
xprtx	0000853180
ztaqu	0001849408
ztaqw	0001849408
zsl	0001415311
zingu	0001844270
zingw	0001844270
zionl	0000109380
ziono	0000109380
zionp	0000109380
zivow	0001101026
zivzf	0001053092
zwrku	0001828438
zwrkw	0001828438
wtfcp	0001015328
wtmar	0001866226
wtmau	0001866226
wtre	0001601669
wwacu	0001853044
wwacw	0001853044
xbiow	0001534525
xflt-pa	0001703079
xfinu	0001852749
xfinw	0001852749
xcwpx	0001467631
xdmbx	0001565381
xelap	0001620179
wolvd	0001424404
wpca-un	0001836075
wpca-wt	0001836075
wlyb	0000107140
wnnr-un	0001843714
wnnr-wt	0001843714
wscrd	0000795800
wsbcp	0000203596
wrb-pf	0000011544
wrb-pg	0000011544
wrb-ph	0000011544
wpcb-un	0001836074
wpcb-wt	0001836074
wqga-un	0001851174
wqga-wt	0001851174
wfc-pz	0000072971
wftuf	0001603923
wfc-pd	0000072971
wfc-pa	0000072971
we-wt	0001813756
westw	0001806347
wesfx	0001586009
wldsw	0001887673
wllaw	0001255474
wllbw	0001255474
wkspw	0001096275
winrw	0001708410
wil	0000312070
winvu	0001854463
winvw	0001854463
wcc-pa	0000929008
weat	0001471824
wejow	0001864448
welpm	0000107815
wel-wt	0001877557
weifx	0001586009
wafdp	0000936528
waldw	0001840199
wal-pa	0001212545
wbs-pg	0000801337
wbhc	0000885275
wbx-wt	0001866501
wavsw	0001868419
ceadw	0001482541
cefd	0001114446
cdrow	0001866782
ccnep	0000736772
cctsu	0001865861
cctsw	0001865861
cdaqu	0001851909
cdaqw	0001851909
ccvi-un	0001828250
ccvi-wt	0001828250
ccv-un	0001812234
ccv-wt	0001812234
ceqp-p	0001136352
celg-ri	0000014272
celuw	0001752828
cenqw	0001841425
cfg-pe	0000759944
cfivu	0001825249
cfivw	0001825249
cffsu	0001839519
cffsw	0001839519
cffeu	0001839530
cffew	0001839530
cfr-pb	0000039263
cgabl	0001527166
cfviu	0001830081
cfviw	0001830081
cgccx	0001676197
chekz	0001610590
cheau	0001856948
cheaw	0001856948
chaa-un	0001838293
chaa-wt	0001838293
chkel	0000895126
chkew	0000895126
chkez	0000895126
chrb	0001730346
chscl	0000823277
chscm	0000823277
chscn	0000823277
chsco	0000823277
clbtw	0001854587
clbr-un	0001847064
clbr-wt	0001847064
clayw	0001855467
clas-un	0001826855
clas-wt	0001826855
claqr	0001849820
claqu	0001849820
claqw	0001849820
claa-un	0001837739
citeu	0001848437
citew	0001848437
cingw	0001862150
cifrw	0001819989
ciigu	0001841338
ciigw	0001841338
cbrgu	0001845149
cbrgw	0001845149
ccaiu	0001846968
ccaiw	0001846968
capd	0000312070
cape	0000312070
cano-wt	0001800682
cane	0001471824
cade-pa	0001299939
bxdif	0001001085
bynou	0001801417
bynow	0001801417
byn-un	0001852633
byn-wt	0001852633
bytsu	0001842566
bzfdw	0001828972
brshw	0001913210
brogw	0001774983
brliw	0001787518
brmk-wt	0001784797
brivu	0001844211
brivw	0001844211
brkhu	0001871638
brkhw	0001871638
bsx-pa	0000885725
bsgar	0001853084
bsgau	0001853084
bskyu	0001846804
bskyw	0001846804
btwnu	0001815086
btwnw	0001815086
btbdw	0001718224
btmdw	0001819253
bwacw	0001821146
bulz	0000927971
bwaqr	0001878074
bwaqu	0001878074
bwbbp	0001341317
bwcaw	0001854863
bwnb	0001630805
bw-pa	0001630805
bwsn	0001630805
biosw	0001856653
biotu	0001825413
biotw	0001825413
bite-un	0001831270
bite-wt	0001831270
biph	0001788348
bipi	0001406234
bip-pa	0001406234
bip-pb	0001406234
bkkt-wt	0001820302
bksy-wt	0001753539
bleur	0001843370
bleuu	0001843370
bleuw	0001843370
blblf	0001723690
bldew	0001779128
blnkw	0001429764
blngu	0001842384
blngw	0001842384
bmaqr	0001867757
bmaqu	0001867757
bmaqw	0001867757
bmac-un	0001848020
bmac-wt	0001848020
blua-un	0001831006
blua-wt	0001831006
bltsu	0001827328
bltsw	0001827328
body-wt	0001826889
boh-pa	0000046195
boil	0001415311
bocnu	0001856961
bocnw	0001856961
boas-un	0001838544
boas-wt	0001838544
boac-un	0001818089
boac-wt	0001818089
bnnru	0001852332
bnnrw	0001852332
bnku	0000927971
bnixr	0001845942
bnixw	0001845942
bnkd	0000927971
bngow	0001411690
bmtx-wt	0001725872
bracu	0001865120
brezr	0001817640
brezw	0001817640
brds-wt	0001861449
brd-un	0001847351
brd-wt	0001847351
bpacw	0001856724
bpopm	0000763901
bpypn	0001545772
bpypo	0001545772
boxd-wt	0001828672
bctxw	0001610820
bdcx	0001114446
bdcz	0001114446
beatw	0001779372
bdvc	0001490927
bdxb	0000010795
beemw	0001398805
bener	0001828735
benew	0001828735
bfac-un	0001880441
bfac-wt	0001880441
bfagy	0001712641
berz	0000927971
beph	0001533232
bepi	0001533232
bep-pa	0001533232
bhseu	0001759186
bhsew	0001759186
biafw	0001712762
bhil-wt	0001830210
bhacu	0001851612
bhacw	0001851612
bhfam	0001685040
bhfan	0001685040
bhfao	0001685040
bfs-pe	0000907254
bfriw	0001858685
bfly-wt	0001804176
bfiiw	0001723580
bgsx-un	0001838666
bgsx-wt	0001838666
bgryw	0001824734
bcdaw	0000925741
bcm	0000312070
bc-pa	0000014930
bc-pb	0000014930
bc-pc	0000014930
bcsau	0001873441
bcsaw	0001873441
bbcpw	0001703956
bbai-wt	0001836981
bblgw	0001419554
baswq	0001109189
bark-wt	0001819574
bamh	0001001085
bami	0001001085
banfp	0000760498
baltf	0000312070
bal	0000312070
baca-un	0001869673
baca-wt	0001869673
bac-pm	0000070858
bac-pn	0000070858
bac-po	0000070858
bac-pp	0000070858
bac-pq	0000070858
bac-ps	0000070858
aconw	0001635077
acqru	0001837393
acqrw	0001837393
acp-pa	0001503290
acro-un	0001847891
acro-wt	0001847891
acr-pc	0001332551
acr-pd	0001332551
acut	0001850767
adilw	0001513525
adnww	0001744494
adra-wt	0001823584
adalw	0001853928
adc-pa	0000917251
adex-un	0001830029
adex-wt	0001830029
aderu	0001822912
aderw	0001822912
adocr	0001824884
adocw	0001824884
adrt-wt	0001864032
adsew	0001879248
adthw	0001838672
aeaeu	0001852016
aeaew	0001852016
aefc	0000769218
aeacu	0001827392
aeacw	0001827392
advww	0001776661
aehaw	0001869974
ael-pa	0001039828
ael-pb	0001039828
aeppz	0000004904
afaru	0001901886
afarw	0001901886
afaqu	0001841661
afaqw	0001841661
aeva-wt	0001789029
aesc	0000874761
acbau	0001844389
acbaw	0001844389
acaq-wt	0001869141
acaxr	0001897245
acaxu	0001897245
acaxw	0001897245
acacu	0001914023
acacw	0001914023
acahu	0001836274
acahw	0001836274
acabu	0001893219
acabw	0001893219
acdi-un	0001850316
acdi-wt	0001850316
acgln	0000947484
acevu	0001813658
acevw	0001813658
acii-un	0001838614
acii-wt	0001838614
achhy	0001161611
achr-wt	0001824502
abr-pd	0001253986
abr-pe	0001253986
abr-pf	0001253986
aac-un	0001829432
aac-wt	0001829432
aaciw	0001844817
aaic-pb	0001209028
aaic-pc	0001209028
aain	0001209028
aatrl	0001004434
aam-pa	0001411494
aam-pb	0001411494
aaqc-un	0001838883
aaqc-wt	0001838883
alorw	0001883962
alpau	0001842939
alpaw	0001842939
alsar	0001865111
alsau	0001865111
alsaw	0001865111
altg-pa	0001759824
amciu	0001843724
amciw	0001843724
ambp-wt	0001845097
ambc-wt	0000874501
alvow	0001898416
altuu	0001822366
altuw	0001822366
amaow	0001843656
allg-wt	0001874474
all-pi	0000899051
alfiw	0001833908
aizn	0001267238
ajxa	0001614806
akicu	0001826574
akicw	0001826574
afgd	0001042046
afge	0001042046
afgb	0001042046
afriw	0001903870
agbar	0001769624
agbaw	0001769624
agcgv	0001423689
aftr-un	0001865975
aftr-wt	0001865975
agac-un	0001833909
agac-wt	0001833909
agm-pe	0000845877
agm-pf	0000845877
agm-pg	0000845877
agilw	0001790625
aggru	0001842329
aggrw	0001842329
agncl	0001423689
agnco	0001423689
agncp	0001423689
agriw	0001826397
agq	0001415311
aimau	0001903464
aimaw	0001903464
aimbu	0001903464
aivi	0001471302
aimdw	0001014763
aibbr	0001882963
aibbu	0001882963
ahrnu	0001856696
ahrnw	0001856696
ahpau	0001846253
ahpaw	0001846253
ahl-pe	0001267395
arteu	0001839990
artew	0001839990
arrwu	0001835972
arrww	0001835972
arsnd	0001624517
arqqw	0001859690
arrkf	0001855743
arr-pc	0001428205
argo-pa	0001091748
arguu	0001865377
arguw	0001865377
arhys	0001768126
arkow	0001823794
arizr	0001882078
arizu	0001882078
arizw	0001882078
arcku	0001855886
arckw	0001855886
argd	0001091748
arecw	0001590715
arebw	0001648087
arbkl	0001841675
arbgu	0001823826
arbgw	0001823826
arbew	0001861841
apxiu	0001868573
apxiw	0001868573
aqna	0001174169
aqnb	0001174169
aqnu	0001174169
apmiu	0001857662
apmiw	0001857662
ap-wt	0000006176
apts	0001481832
aptv-pa	0001521332
apphw	0001807707
aptmu	0001845550
aptmw	0001845550
ampx-wt	0001899287
amps-wt	0001828723
amtr	0001114446
amub	0001114446
anac-un	0001829558
anac-wt	0001829558
amj	0000019617
amnd	0001114446
amna	0001114446
ampgw	0001518461
ampi-un	0001835636
ampi-wt	0001835636
ape	0001411579
apcxw	0001070050
apgnw	0001814140
apgb-un	0001838337
apgb-wt	0001838337
apca-wt	0001862993
apacu	0001844981
apacw	0001844981
anghw	0001871983
aogou	0001881741
aogow	0001881741
anzuu	0001840877
anzuw	0001840877
aspaw	0001854583
astlw	0001860805
astsw	0001780312
asb-pf	0000007789
ascbr	0001876716
ascbu	0001876716
ascbw	0001876716
ascar	0001868775
ascau	0001868775
ascaw	0001868775
asaxu	0001824211
asaxw	0001824211
asaq-un	0001819510
asaq-wt	0001819510
atnfw	0001690080
atlpf	0000748954
atmp	0000312070
ath-pb	0001527469
ath-pc	0001527469
ath-pd	0001527469
atlcl	0001464343
atlcp	0001464343
atip-wt	0001815849
atcol	0001794846
atco-pd	0001794846
atco-ph	0001794846
atco-pi	0001794846
asz-un	0001839191
asz-wt	0001839191
ata-wt	0001825254
atakr	0001883788
ataku	0001883788
atakw	0001883788
aubap	0000883948
aurow	0001828108
aurcu	0001835856
aurcw	0001835856
aus-un	0001838207
aus-wt	0001838207
auudw	0001554818
auvip	0001811109
avacw	0001836478
avan-un	0001819608
avan-wt	0001819608
avctw	0001704760
